
LR;747867993962061.0;747867993962061.0
DT;771528961278286.2;771528961278286.2
RF;747558479731115.9;747558479731115.9
GB;783937679934586.8;783937679934586.8
XGB;654054256023740.5;654054256023740.5
LT;770408934524304.5;770408934524304.5
RERF;751764272295183.4;751764272295183.4
EBLR;758037154367393.6;758037154367393.6
LRF;1504643065369545.2;1504643065369545.2
