,Run_Time,Train_RMSE,Validation_RMSE,delta%
EBLR_1_1_linear,1.2461915016174316,0.48086317524239874,0.29415732100875147,-38.82723066484152
EBLR_1_1_square,1.1606578826904297,0.481306376508924,0.2938675692421911,-38.94376148229932
EBLR_1_1_linear_l2,0.4717378616333008,0.48101630090357045,0.2959442960681833,-38.475204372021615
EBLR_1_1_square_l2,0.4667186737060547,0.48132531111067955,0.2945443431382619,-38.805557002895256
EBLR_1_1_linear_l1,0.5177655220031738,1.1133115310203106,1.5667112267145271,40.72532108588616
EBLR_1_1_square_l1,0.518608808517456,1.1133115310203106,1.5667112267145271,40.72532108588616
EBLR_2_1_linear,1.481842279434204,0.4807674332293041,0.29533110554701014,-38.57090037000267
EBLR_2_1_square,1.5167651176452637,0.4805444290070467,0.3286724581036683,-31.60414765752104
EBLR_2_1_linear_l2,0.7899065017700195,0.48011125668386784,0.2945028686906539,-38.65945349317833
EBLR_2_1_square_l2,0.807077169418335,0.4807628045240002,0.3035746048904082,-36.85563815799452
EBLR_2_1_linear_l1,0.8108038902282715,1.1133115310203106,1.5667112267145271,40.72532108588616
EBLR_2_1_square_l1,1.1402466297149658,1.1133115310203106,1.5667112267145271,40.72532108588616
EBLR_3_1_linear,1.8382935523986816,0.4806658323219974,0.2935741003367906,-38.92345147176476
EBLR_3_1_square,1.8565356731414795,0.4805444290070467,0.3286724581036683,-31.60414765752104
EBLR_3_1_linear_l2,1.1527009010314941,0.48103720739152067,0.2943714490597906,-38.804848245304456
EBLR_3_1_square_l2,1.1175274848937988,0.4807628045240002,0.3035746048904082,-36.85563815799452
EBLR_3_1_linear_l1,1.118605613708496,1.1133115310203106,1.5667112267145271,40.72532108588616
EBLR_3_1_square_l1,1.250340461730957,1.1133115310203106,1.5667112267145271,40.72532108588616
EBLR_1_2_linear,2.064509630203247,0.48055439426794416,0.2963121387006463,-38.339521553634846
EBLR_1_2_square,1.9752399921417236,0.48130638788710134,0.293867123371217,-38.94385556334054
EBLR_1_2_linear_l2,0.876737117767334,0.48073760122228826,0.2962393011944594,-38.37817128486246
EBLR_1_2_square_l2,0.9436473846435547,0.4813252824495729,0.2945434730275325,-38.80573413294762
EBLR_1_2_linear_l1,0.930849552154541,1.1133115310203106,1.5667112267145271,40.72532108588616
EBLR_1_2_square_l1,0.9231500625610352,1.1133115310203106,1.5667112267145271,40.72532108588616
EBLR_2_2_linear,2.9451842308044434,0.4804202524155397,0.2953120971718095,-38.53046459074353
EBLR_2_2_square,2.897254467010498,0.4805238744791696,0.32864224554893556,-31.60750942809149
EBLR_2_2_linear_l2,1.5398006439208984,0.47984393008705734,0.29456560962303585,-38.61220468713791
EBLR_2_2_square_l2,1.4873876571655273,0.4807440676902254,0.30357757999770474,-36.8525582736219
EBLR_2_2_linear_l1,1.6174688339233398,1.1133115310203106,1.5667112267145271,40.72532108588616
EBLR_2_2_square_l1,1.5710175037384033,1.1133115310203106,1.5667112267145271,40.72532108588616
EBLR_3_2_linear,3.207914113998413,0.4803188855174665,0.2935630339208838,-38.88163826733218
EBLR_3_2_square,3.274625301361084,0.479815524292031,0.32858597821704943,-31.518268671719436
EBLR_3_2_linear_l2,2.1461122035980225,0.48025434076470835,0.2943253139285132,-38.714699910914
EBLR_3_2_square_l2,2.250019073486328,0.4802186267324636,0.3035601300681135,-36.78709796543752
EBLR_3_2_linear_l1,2.1357109546661377,1.1133115310203106,1.5667112267145271,40.72532108588616
EBLR_3_2_square_l1,2.1740570068359375,1.1133115310203106,1.5667112267145271,40.72532108588616
EBLR_1_3_linear,2.7552902698516846,0.4802897698440415,0.29625363740609695,-38.317729002994234
EBLR_1_3_square,2.647381067276001,0.4813063806360037,0.29386718053419913,-38.943842766871335
EBLR_1_3_linear_l2,1.4688365459442139,0.4805181369892787,0.29646491520900614,-38.30307487111129
EBLR_1_3_square_l2,1.390866994857788,0.4813252852797433,0.29454349194109913,-38.805730563290005
EBLR_1_3_linear_l1,1.4253172874450684,1.1133115310203106,1.5667112267145271,40.72532108588616
EBLR_1_3_square_l1,1.2343358993530273,1.1133115310203106,1.5667112267145271,40.72532108588616
EBLR_2_3_linear,3.2734487056732178,0.48000938167849777,0.29556504137446143,-38.42515320410426
EBLR_2_3_square,3.15259051322937,0.4793923514805612,0.3286936595846144,-31.435355910566187
EBLR_2_3_linear_l2,2.08355975151062,0.47942224257703103,0.2945510904687247,-38.561238025705954
EBLR_2_3_square_l2,2.0004045963287354,0.4801549541300561,0.30355376682459906,-36.780040648632436
EBLR_2_3_linear_l1,2.0208547115325928,1.1133115310203106,1.5667112267145271,40.72532108588616
EBLR_2_3_square_l1,2.110090494155884,1.1133115310203106,1.5667112267145271,40.72532108588616
EBLR_3_3_linear,4.055037021636963,0.47929191671601096,0.29355725126628157,-38.75188772686531
EBLR_3_3_square,4.052286624908447,0.4791352015377421,0.32856673350794763,-31.425048200707913
EBLR_3_3_linear_l2,2.9723474979400635,0.4800952287864839,0.2943346396517948,-38.69244641406418
EBLR_3_3_square_l2,2.8405380249023438,0.4795948212814514,0.30353760539488206,-36.70957401419682
EBLR_3_3_linear_l1,2.9035677909851074,1.1133115310203106,1.5667112267145271,40.72532108588616
EBLR_3_3_square_l1,2.859912872314453,1.1133115310203106,1.5667112267145271,40.72532108588616
EBLR_1_4_linear,3.046985387802124,0.47948235945099543,0.297281726687963,-37.999444436631855
EBLR_1_4_square,2.918321132659912,0.48130636832365875,0.29386696372328786,-38.943886251329545
